date,membership_tier,daily_visitors,new_registrations,inactive_members,net_change,return_rate,avg_ticket_price,daily_revenue,arpv,fast_pass_attachment_rate,avg_ancillary_spend,month,dow
2024-03-29,vip_pass,98,4,1,3,0.7896,249.0,41566.35,424.15,0.8714,123.73,3,4
2024-03-30,standard_pass,1560,98,31,67,0.6856,79.0,217977.65,139.73,0.2559,45.63,3,5
2024-03-30,premium_pass,808,95,16,79,0.7799,139.0,197439.12,244.36,0.5422,73.37,3,5
2024-03-30,vip_pass,118,6,2,4,0.8698,249.0,49139.45,416.44,0.9478,111.52,3,5
2024-03-31,standard_pass,1324,155,26,129,0.6307,79.0,208892.21,157.77,0.2664,63.06,3,6
2024-03-31,premium_pass,864,88,17,71,0.7661,118.25,214375.42,248.12,0.6336,92.48,3,6
2024-03-31,vip_pass,114,8,2,6,0.7779,249.0,48984.38,429.69,0.8226,132.15,3,6
2024-04-01,standard_pass,955,55,19,36,0.6563,79.0,138543.51,145.07,0.2118,53.58,4,0
2024-04-01,premium_pass,625,68,12,56,0.7751,139.0,162681.06,260.29,0.5393,89.47,4,0
2024-04-01,vip_pass,87,9,1,8,0.7988,249.0,38192.74,439.0,0.9451,134.23,4,0
2024-04-02,standard_pass,1164,61,23,38,0.6472,79.0,187706.84,161.26,0.2157,69.53,4,1
2024-04-02,premium_pass,588,50,11,39,0.7648,139.0,150537.9,256.02,0.6162,80.66,4,1
2024-04-02,vip_pass,89,6,1,5,0.8843,249.0,37552.13,421.93,0.9512,116.81,4,1
2024-04-03,standard_pass,1193,73,23,50,0.6425,79.0,189348.14,158.72,0.219,66.79,4,2
2024-04-03,premium_pass,726,41,14,27,0.7886,139.0,182516.89,251.4,0.5589,79.43,4,2
2024-04-03,vip_pass,98,9,1,8,0.8146,249.0,40446.18,412.72,0.8645,112.71,4,2
2024-04-04,standard_pass,1078,111,21,90,0.6065,66.82,159368.63,147.84,0.1647,71.3,4,3
2024-04-04,premium_pass,767,58,15,43,0.8018,139.0,193895.78,252.8,0.56,80.76,4,3
2024-04-04,vip_pass,97,7,1,6,0.7842,249.0,38475.45,396.65,0.9831,89.65,4,3
2024-04-05,standard_pass,1538,128,30,98,0.6331,79.0,237419.47,154.37,0.2292,61.84,4,4
2024-04-05,premium_pass,892,82,17,65,0.7807,139.0,235349.46,263.84,0.6096,88.88,4,4
2024-04-05,vip_pass,125,6,2,4,0.8249,249.0,52790.88,422.33,0.8973,120.38,4,4
2024-04-06,standard_pass,1865,160,37,123,0.6157,79.0,278685.62,149.43,0.2103,58.02,4,5
2024-04-06,premium_pass,944,61,18,43,0.7954,139.0,252746.43,267.74,0.6115,92.66,4,5
2024-04-06,vip_pass,151,12,3,9,0.8666,214.51,60022.08,397.5,0.9491,126.99,4,5
2024-04-07,standard_pass,1661,149,33,116,0.6124,79.0,245900.82,148.04,0.2374,55.04,4,6
2024-04-07,premium_pass,898,46,17,29,0.7342,139.0,220864.12,245.95,0.6186,70.46,4,6
2024-04-07,vip_pass,154,10,3,7,0.861,249.0,61139.54,397.01,0.9103,94.31,4,6
2024-04-08,standard_pass,1069,87,21,66,0.6167,71.83,154521.35,144.55,0.2174,59.89,4,0
2024-04-08,premium_pass,580,58,11,47,0.7319,139.0,138817.36,239.34,0.6034,64.74,4,0
2024-04-08,vip_pass,88,8,1,7,0.827,249.0,35202.47,400.03,0.9098,97.35,4,0
2024-04-09,standard_pass,1158,78,23,55,0.6774,79.0,182862.03,157.91,0.1798,68.3,4,1
2024-04-09,premium_pass,570,47,11,36,0.6773,139.0,152373.6,267.32,0.6242,91.49,4,1
2024-04-09,vip_pass,80,7,1,6,0.832,249.0,31393.19,392.41,0.9458,87.61,4,1
2024-04-10,standard_pass,1115,76,22,54,0.6738,79.0,167517.33,150.24,0.1573,61.96,4,2
2024-04-10,premium_pass,656,77,13,64,0.7015,114.35,144251.49,219.9,0.6382,67.89,4,2
2024-04-10,vip_pass,89,9,1,8,0.8605,231.33,36620.56,411.47,1.0,121.14,4,2
2024-04-11,standard_pass,1093,108,21,87,0.6252,79.0,165890.09,151.78,0.2243,59.54,4,3
2024-04-11,premium_pass,651,75,13,62,0.7631,139.0,162944.26,250.3,0.6252,74.41,4,3
2024-04-11,vip_pass,102,8,2,6,0.8306,249.0,41727.63,409.09,0.8836,107.96,4,3
2024-04-12,standard_pass,1376,144,27,117,0.6306,79.0,198871.68,144.53,0.18,54.91,4,4
2024-04-12,premium_pass,927,80,18,62,0.7597,139.0,243750.76,262.95,0.5674,90.47,4,4
2024-04-12,vip_pass,119,9,2,7,0.8565,249.0,49139.98,412.94,0.9161,109.89,4,4
2024-04-13,standard_pass,1624,155,32,123,0.6372,79.0,274946.8,169.3,0.2774,73.93,4,5
2024-04-13,premium_pass,968,83,19,64,0.7776,139.0,245348.66,253.46,0.5466,82.21,4,5
2024-04-13,vip_pass,155,12,3,9,0.832,249.0,65966.55,425.59,0.9626,119.79,4,5
2024-04-14,standard_pass,1800,129,36,93,0.64,79.0,292696.07,162.61,0.1998,71.82,4,6
2024-04-14,premium_pass,1022,61,20,41,0.8119,129.6,254268.78,248.8,0.5266,88.13,4,6
2024-04-14,vip_pass,141,16,2,14,0.838,249.0,59203.18,419.88,0.9177,116.73,4,6
2024-04-15,standard_pass,940,105,18,87,0.6143,69.83,134309.17,142.88,0.2072,60.82,4,0
2024-04-15,premium_pass,613,68,12,56,0.7558,139.0,160737.4,262.21,0.5623,90.04,4,0
2024-04-15,vip_pass,89,7,1,6,0.7998,249.0,38512.48,432.72,0.977,126.08,4,0
2024-04-16,standard_pass,1062,79,21,58,0.6889,79.0,150937.16,142.13,0.2189,50.21,4,1
2024-04-16,premium_pass,651,70,13,57,0.7428,118.45,148007.93,227.35,0.5617,75.76,4,1
2024-04-16,vip_pass,93,8,1,7,0.7844,249.0,38642.78,415.51,0.9822,108.56,4,1
2024-04-17,standard_pass,1242,117,24,93,0.6612,79.0,192806.99,155.24,0.1805,65.59,4,2
2024-04-17,premium_pass,604,37,12,25,0.7379,139.0,147702.91,244.54,0.6062,69.77,4,2
2024-04-17,vip_pass,97,9,1,8,0.7719,249.0,37860.14,390.31,0.9263,86.66,4,2
2024-04-18,standard_pass,1150,110,23,87,0.6717,79.0,168771.26,146.76,0.2534,52.81,4,3
2024-04-18,premium_pass,755,73,15,58,0.721,139.0,188580.46,249.78,0.5875,76.11,4,3
2024-04-18,vip_pass,107,9,2,7,0.8376,214.98,38110.86,356.18,0.9168,87.1,4,3
2024-04-19,standard_pass,1584,180,31,149,0.6713,79.0,258221.18,163.02,0.1982,72.32,4,4
2024-04-19,premium_pass,926,98,18,80,0.7219,139.0,228052.4,246.28,0.6343,69.85,4,4
2024-04-19,vip_pass,135,7,2,5,0.841,208.23,47635.42,352.85,1.0,85.62,4,4
2024-04-20,standard_pass,1752,124,35,89,0.6018,79.0,283078.59,161.57,0.259,67.3,4,5
2024-04-20,premium_pass,936,105,18,87,0.7628,139.0,250008.44,267.1,0.625,91.23,4,5
2024-04-20,vip_pass,137,7,2,5,0.852,220.97,55910.27,408.1,0.8875,134.77,4,5
2024-04-21,standard_pass,1822,157,36,121,0.6222,73.98,278289.14,152.74,0.2319,65.08,4,6
2024-04-21,premium_pass,1057,117,21,96,0.7696,139.0,266619.11,252.24,0.7144,71.09,4,6
2024-04-21,vip_pass,139,14,2,12,0.8566,249.0,58284.51,419.31,0.9315,115.35,4,6
2024-04-22,standard_pass,1034,94,20,74,0.6196,79.0,147258.36,142.42,0.2591,48.13,4,0
2024-04-22,premium_pass,574,48,11,37,0.7627,139.0,149049.8,259.67,0.5872,86.03,4,0
2024-04-22,vip_pass,84,7,1,6,0.8268,249.0,34554.31,411.36,0.9108,108.62,4,0
2024-04-23,standard_pass,973,58,19,39,0.6434,79.0,145174.74,149.2,0.1166,63.32,4,1
2024-04-23,premium_pass,597,38,11,27,0.7439,115.77,126141.98,211.29,0.5803,61.29,4,1
2024-04-23,vip_pass,82,6,1,5,0.8396,249.0,33366.52,406.91,0.987,99.67,4,1
2024-04-24,standard_pass,1231,95,24,71,0.6564,67.29,170216.45,138.27,0.1824,60.22,4,2
2024-04-24,premium_pass,711,60,14,46,0.738,139.0,174947.2,246.06,0.5474,74.76,4,2
2024-04-24,vip_pass,92,10,1,9,0.8532,249.0,39926.8,433.99,0.9966,126.19,4,2
2024-04-25,standard_pass,1305,140,26,114,0.6543,79.0,180874.37,138.6,0.1893,48.43,4,3
2024-04-25,premium_pass,682,55,13,42,0.7234,139.0,176369.25,258.61,0.5647,86.29,4,3
2024-04-25,vip_pass,91,5,1,4,0.8454,249.0,38376.25,421.72,0.9116,118.93,4,3
2024-04-26,standard_pass,1470,134,29,105,0.6562,79.0,236578.95,160.94,0.2579,66.72,4,4
2024-04-26,premium_pass,815,92,16,76,0.7518,111.44,177864.11,218.24,0.5428,74.77,4,4
2024-04-26,vip_pass,120,10,2,8,0.8135,220.07,45213.31,376.78,0.9246,102.16,4,4
2024-04-27,standard_pass,1844,176,36,140,0.6641,79.0,294419.54,159.66,0.2623,65.19,4,5
2024-04-27,premium_pass,982,70,19,51,0.742,139.0,261441.18,266.23,0.6517,88.78,4,5
2024-04-27,vip_pass,157,17,3,14,0.7754,249.0,63552.61,404.79,0.8853,103.56,4,5
2024-04-28,standard_pass,1735,172,34,138,0.6204,79.0,267654.71,154.27,0.2941,57.92,4,6
2024-04-28,premium_pass,921,103,18,85,0.7211,124.67,220955.28,239.91,0.5585,82.29,4,6
2024-04-28,vip_pass,137,7,2,5,0.7795,249.0,57018.26,416.19,0.8797,115.29,4,6
2024-04-29,standard_pass,980,63,19,44,0.6492,79.0,139182.6,142.02,0.234,49.22,4,0
2024-04-29,premium_pass,586,30,11,19,0.7664,139.0,137477.83,234.6,0.5803,61.36,4,0
2024-04-29,vip_pass,76,5,1,4,0.8222,249.0,33288.01,438.0,0.9999,130.0,4,0
2024-04-30,standard_pass,988,115,19,96,0.6709,79.0,158866.9,160.8,0.2033,69.8,4,1
2024-04-30,premium_pass,685,48,13,35,0.7468,139.0,168821.2,246.45,0.6024,71.91,4,1
2024-04-30,vip_pass,89,5,1,4,0.882,249.0,38686.74,434.68,1.0,126.68,4,1
2024-05-01,standard_pass,1173,83,23,60,0.6264,67.26,154265.85,131.51,0.189,53.11,5,2
2024-05-01,premium_pass,757,67,15,52,0.7788,120.46,175028.68,231.21,0.4888,81.92,5,2
2024-05-01,vip_pass,98,7,1,6,0.863,249.0,39500.43,403.07,1.0,95.07,5,2
2024-05-02,standard_pass,1227,64,24,40,0.7293,79.0,198120.14,161.47,0.1449,73.92,5,3
2024-05-02,premium_pass,791,79,15,64,0.7826,127.68,179208.89,226.56,0.5849,64.37,5,3
2024-05-02,vip_pass,110,7,2,5,0.8263,249.0,44989.03,408.99,0.8614,109.17,5,3
2024-05-03,standard_pass,1699,154,33,121,0.6066,79.0,267334.01,157.35,0.1779,67.85,5,4
2024-05-03,premium_pass,903,77,18,59,0.8315,139.0,240875.44,266.75,0.5665,94.33,5,4
2024-05-03,vip_pass,129,13,2,11,0.8424,249.0,51948.93,402.7,0.9946,95.02,5,4
2024-05-04,standard_pass,1703,186,34,152,0.685,79.0,235440.75,138.25,0.2098,46.87,5,5
2024-05-04,premium_pass,1160,94,23,71,0.82,139.0,271969.3,234.46,0.5896,60.67,5,5
2024-05-04,vip_pass,153,15,3,12,0.8586,210.38,56739.53,370.85,0.9751,102.94,5,5
2024-05-05,standard_pass,1890,131,37,94,0.6786,79.0,262564.58,138.92,0.2457,45.43,5,6
2024-05-05,premium_pass,1088,117,21,96,0.7308,139.0,284410.24,261.41,0.6016,86.91,5,6
2024-05-05,vip_pass,153,15,3,12,0.8405,217.41,55651.04,363.73,0.9735,88.88,5,6
2024-05-06,standard_pass,1036,81,20,61,0.6443,72.78,163242.86,157.57,0.1926,73.43,5,0
2024-05-06,premium_pass,563,65,11,54,0.6932,121.64,137538.24,244.3,0.5907,87.81,5,0
2024-05-06,vip_pass,91,4,1,3,0.8252,249.0,36200.34,397.81,0.8845,96.62,5,0
2024-05-07,standard_pass,1072,113,21,92,0.6454,79.0,159397.87,148.69,0.255,54.64,5,1
2024-05-07,premium_pass,651,42,13,29,0.7524,139.0,160023.45,245.81,0.5812,72.52,5,1
2024-05-07,vip_pass,96,5,1,4,0.8302,249.0,40371.28,420.53,0.9702,114.29,5,1
2024-05-08,standard_pass,1217,66,24,42,0.6168,79.0,199543.56,163.96,0.2591,69.68,5,2
2024-05-08,premium_pass,735,65,14,51,0.7153,139.0,178540.22,242.91,0.5833,69.5,5,2
2024-05-08,vip_pass,98,6,1,5,0.8401,227.16,37193.56,379.53,0.8726,100.88,5,2
2024-05-09,standard_pass,1128,96,22,74,0.6402,79.0,155159.12,137.55,0.2278,45.11,5,3
2024-05-09,premium_pass,694,70,13,57,0.7303,139.0,167800.71,241.79,0.5648,69.46,5,3
2024-05-09,vip_pass,111,7,2,5,0.8379,249.0,48212.66,434.35,0.9297,130.5,5,3
2024-05-10,standard_pass,1545,181,30,151,0.658,79.0,226945.55,146.89,0.1909,56.63,5,4
2024-05-10,premium_pass,948,94,18,76,0.779,139.0,249800.76,263.5,0.6418,86.64,5,4
2024-05-10,vip_pass,143,14,2,12,0.8115,249.0,59996.37,419.56,0.9042,117.21,5,4
2024-05-11,standard_pass,1681,126,33,93,0.65,79.0,256326.53,152.48,0.2501,58.73,5,5
2024-05-11,premium_pass,1015,76,20,56,0.7348,139.0,251072.13,247.36,0.5726,74.58,5,5
2024-05-11,vip_pass,163,17,3,14,0.8487,249.0,69915.31,428.93,0.8631,129.01,5,5
2024-05-12,standard_pass,1680,163,33,130,0.6034,70.92,257834.02,153.47,0.2609,67.16,5,6
2024-05-12,premium_pass,1001,95,20,75,0.7964,139.0,262393.5,262.13,0.5419,91.16,5,6
2024-05-12,vip_pass,142,10,2,8,0.7777,249.0,55289.94,389.37,0.926,85.73,5,6
2024-05-13,standard_pass,1030,75,20,55,0.6435,79.0,149477.35,145.12,0.0881,60.93,5,0
2024-05-13,premium_pass,627,31,12,19,0.7661,139.0,161020.51,256.81,0.5779,83.71,5,0
2024-05-13,vip_pass,84,8,1,7,0.8336,249.0,33526.32,399.12,0.9974,91.28,5,0
2024-05-14,standard_pass,1013,105,20,85,0.6429,79.0,139868.62,138.07,0.2296,45.53,5,1
2024-05-14,premium_pass,627,65,12,53,0.6852,139.0,146731.37,234.02,0.5928,60.05,5,1
2024-05-14,vip_pass,89,8,1,7,0.8501,249.0,36505.78,410.18,0.9538,104.9,5,1
2024-05-15,standard_pass,1141,62,22,40,0.6277,79.0,179196.53,157.05,0.1801,67.42,5,2
2024-05-15,premium_pass,689,37,13,24,0.7661,118.82,152327.62,221.09,0.5826,67.89,5,2
2024-05-15,vip_pass,92,5,1,4,0.8684,249.0,36549.15,397.27,0.9479,92.35,5,2
2024-05-16,standard_pass,1332,125,26,99,0.6974,79.0,192262.53,144.34,0.1692,55.36,5,3
2024-05-16,premium_pass,792,55,15,40,0.7796,139.0,186257.06,235.17,0.5762,62.18,5,3
2024-05-16,vip_pass,97,4,1,3,0.8049,234.98,39329.8,405.46,1.0,111.48,5,3
2024-05-17,standard_pass,1502,127,30,97,0.6341,79.0,243101.12,161.85,0.2312,69.21,5,4
2024-05-17,premium_pass,916,80,18,62,0.7331,139.0,227689.21,248.57,0.5758,75.59,5,4
2024-05-17,vip_pass,124,6,2,4,0.8434,249.0,54238.35,437.41,0.9386,133.03,5,4
2024-05-18,standard_pass,1735,202,34,168,0.6514,79.0,262104.4,151.07,0.2366,58.11,5,5
2024-05-18,premium_pass,1098,60,21,39,0.7549,139.0,286669.02,261.08,0.5821,87.74,5,5
2024-05-18,vip_pass,166,19,3,16,0.8308,249.0,71020.31,427.83,0.9486,122.87,5,5
2024-05-19,standard_pass,1661,138,33,105,0.6212,79.0,264811.62,159.43,0.2615,65.0,5,6
2024-05-19,premium_pass,969,86,19,67,0.7498,111.39,215809.02,222.71,0.6581,72.5,5,6
2024-05-19,vip_pass,161,10,3,7,0.7925,249.0,69626.93,432.47,0.9502,127.4,5,6
2024-05-20,standard_pass,1104,62,22,40,0.6369,79.0,172950.35,156.66,0.2167,64.87,5,0
2024-05-20,premium_pass,568,39,11,28,0.7723,139.0,133058.14,234.26,0.5709,61.57,5,0
2024-05-20,vip_pass,92,6,1,5,0.8726,249.0,39933.08,434.06,0.89,132.55,5,0
2024-05-21,standard_pass,1139,85,22,63,0.6295,79.0,170929.39,150.07,0.2595,55.76,5,1
2024-05-21,premium_pass,675,45,13,32,0.7504,139.0,156443.69,231.77,0.5323,61.36,5,1
2024-05-21,vip_pass,84,5,1,4,0.8178,249.0,35228.4,419.39,0.9543,114.08,5,1
2024-05-22,standard_pass,1172,106,23,83,0.6985,79.0,173314.61,147.88,0.2252,55.59,5,2
2024-05-22,premium_pass,747,86,14,72,0.7443,139.0,188700.13,252.61,0.6261,76.67,5,2
2024-05-22,vip_pass,98,6,1,5,0.7924,249.0,42346.21,432.1,0.9382,127.75,5,2
2024-05-23,standard_pass,1180,64,23,41,0.5719,79.0,191917.18,162.64,0.2299,70.07,5,3
2024-05-23,premium_pass,706,69,14,55,0.7704,139.0,188780.03,267.39,0.6396,90.66,5,3
2024-05-23,vip_pass,105,7,2,5,0.8149,227.79,38517.49,366.83,0.9159,85.0,5,3
2024-05-24,standard_pass,1557,134,31,103,0.6281,79.0,219340.93,140.87,0.1688,51.91,5,4
2024-05-24,premium_pass,831,83,16,67,0.7865,139.0,208109.54,250.43,0.621,74.79,5,4
2024-05-24,vip_pass,126,9,2,7,0.8559,249.0,51475.66,408.54,0.949,103.55,5,4
2024-05-25,standard_pass,1996,212,39,173,0.6938,79.0,267981.71,134.26,0.134,47.35,5,5
2024-05-25,premium_pass,1087,108,21,87,0.7644,139.0,287911.6,264.87,0.5515,93.33,5,5
2024-05-25,vip_pass,139,9,2,7,0.7823,249.0,59571.15,428.57,0.9596,122.95,5,5
2024-05-26,standard_pass,1640,140,32,108,0.5807,79.0,266120.34,162.27,0.2279,69.83,5,6
2024-05-26,premium_pass,1080,108,21,87,0.7745,139.0,279196.65,258.52,0.5763,85.51,5,6
2024-05-26,vip_pass,159,11,3,8,0.8139,249.0,64657.92,406.65,0.947,101.78,5,6
2024-05-27,standard_pass,2198,241,43,198,0.6817,79.0,369612.43,168.16,0.2669,73.41,5,0
2024-05-27,premium_pass,1169,89,23,66,0.7636,139.0,286516.01,245.09,0.5533,73.45,5,0
2024-05-27,vip_pass,151,16,3,13,0.8282,249.0,64154.64,424.87,0.9427,120.24,5,0
2024-05-28,standard_pass,1193,105,23,82,0.7046,79.0,169973.25,142.48,0.222,50.38,5,1
2024-05-28,premium_pass,693,61,13,48,0.7201,139.0,164863.96,237.9,0.566,65.5,5,1
2024-05-28,vip_pass,89,6,1,5,0.8413,249.0,35884.13,403.19,0.9605,97.52,5,1
2024-05-29,standard_pass,1217,109,24,85,0.6521,79.0,175608.22,144.3,0.188,54.2,5,2
2024-05-29,premium_pass,672,62,13,49,0.7865,139.0,156609.91,233.05,0.5366,62.39,5,2
2024-05-29,vip_pass,104,7,2,5,0.8844,249.0,40473.67,389.17,0.8871,87.83,5,2
2024-05-30,standard_pass,1222,141,24,117,0.6916,79.0,178818.08,146.33,0.2773,50.97,5,3
2024-05-30,premium_pass,719,73,14,59,0.7412,139.0,177436.94,246.78,0.5536,75.12,5,3
2024-05-30,vip_pass,114,6,2,4,0.7902,249.0,44935.8,394.17,0.9239,90.67,5,3
2024-05-31,standard_pass,1553,157,31,126,0.6307,79.0,239049.96,153.93,0.3051,56.93,5,4
2024-05-31,premium_pass,880,56,17,39,0.6976,139.0,225129.29,255.83,0.5736,82.99,5,4
2024-05-31,vip_pass,144,13,2,11,0.8275,221.57,56532.17,392.58,0.9293,116.18,5,4
2024-06-01,standard_pass,2594,458,51,407,0.6743,79.0,394010.04,151.89,0.1626,63.3,6,5
2024-06-01,premium_pass,1414,250,28,222,0.7805,139.0,336146.85,237.73,0.5936,63.71,6,5
2024-06-01,vip_pass,195,47,3,44,0.8465,249.0,81639.49,418.66,0.937,114.38,6,5
2024-06-02,standard_pass,2527,550,50,500,0.6431,79.0,365011.98,144.44,0.2178,52.59,6,6
2024-06-02,premium_pass,1403,344,28,316,0.7837,139.0,358846.14,255.77,0.5633,83.54,6,6
2024-06-02,vip_pass,221,35,4,31,0.8293,227.15,90973.6,411.65,0.9113,130.73,6,6
2024-06-03,standard_pass,1420,249,28,221,0.7003,70.19,206057.71,145.11,0.1954,63.4,6,0
2024-06-03,premium_pass,863,150,17,133,0.7349,139.0,228443.64,264.71,0.5932,90.71,6,0
2024-06-03,vip_pass,125,18,2,16,0.8065,249.0,49827.61,398.62,0.8855,97.38,6,0
2024-06-04,standard_pass,1396,273,27,246,0.6705,79.0,200747.38,143.8,0.2944,47.43,6,1
2024-06-04,premium_pass,973,227,19,208,0.765,139.0,246812.44,253.66,0.6036,79.05,6,1
2024-06-04,vip_pass,119,25,2,23,0.8561,249.0,46924.13,394.32,0.9644,88.42,6,1
2024-06-05,standard_pass,1578,381,31,350,0.6822,79.0,244600.87,155.01,0.3382,56.05,6,2
2024-06-05,premium_pass,1019,220,20,200,0.7431,139.0,250878.36,246.2,0.6527,68.69,6,2
2024-06-05,vip_pass,140,26,2,24,0.8898,249.0,54490.62,389.22,0.8817,88.2,6,2
2024-06-06,standard_pass,1821,326,36,290,0.6384,79.0,276655.38,151.92,0.2177,60.08,6,3
2024-06-06,premium_pass,908,180,18,162,0.7352,139.0,223900.99,246.59,0.6522,69.11,6,3
2024-06-06,vip_pass,132,21,2,19,0.8537,249.0,55907.26,423.54,0.937,119.26,6,3
2024-06-07,standard_pass,1991,356,39,317,0.6174,79.0,299867.8,150.61,0.1787,61.07,6,4
2024-06-07,premium_pass,1223,226,24,202,0.7645,139.0,326317.22,266.82,0.6074,91.98,6,4
2024-06-07,vip_pass,196,35,3,32,0.8326,249.0,83407.61,425.55,0.809,128.82,6,4
2024-06-08,standard_pass,2319,438,46,392,0.6553,79.0,397826.81,171.55,0.3693,70.76,6,5
2024-06-08,premium_pass,1522,355,30,325,0.7626,139.0,390209.36,256.38,0.6103,81.37,6,5
2024-06-08,vip_pass,195,42,3,39,0.8467,249.0,76332.25,391.45,0.8741,90.88,6,5
2024-06-09,standard_pass,2267,340,45,295,0.6793,79.0,327650.25,144.53,0.2659,49.84,6,6
2024-06-09,premium_pass,1299,197,25,172,0.7287,115.84,291646.94,224.52,0.5171,78.17,6,6
2024-06-09,vip_pass,206,35,4,31,0.8256,249.0,81886.76,397.51,0.8904,95.98,6,6
2024-06-10,standard_pass,2830,598,56,542,0.5872,79.0,445371.28,157.38,0.2906,61.23,6,0
2024-06-10,premium_pass,1571,345,31,314,0.75,139.0,408242.88,259.86,0.5151,90.47,6,0
2024-06-10,vip_pass,221,44,4,40,0.8376,211.79,78568.14,355.51,0.8742,92.14,6,0
2024-06-11,standard_pass,2859,487,57,430,0.6758,79.0,433201.46,151.52,0.2083,60.23,6,1
2024-06-11,premium_pass,1580,239,31,208,0.8286,139.0,401386.05,254.04,0.5244,84.1,6,1
2024-06-11,vip_pass,218,32,4,28,0.8384,249.0,94627.13,434.07,1.0,126.07,6,1
2024-06-12,standard_pass,3116,618,62,556,0.6829,79.0,438226.51,140.64,0.1887,50.5,6,2
2024-06-12,premium_pass,1821,433,36,397,0.726,139.0,475565.84,261.16,0.5768,88.12,6,2
2024-06-12,vip_pass,262,44,5,39,0.8555,249.0,100864.74,384.98,0.8077,88.33,6,2
2024-06-13,standard_pass,3169,498,63,435,0.686,79.0,524293.17,165.44,0.1954,74.92,6,3
2024-06-13,premium_pass,1816,330,36,294,0.7309,139.0,421521.68,232.12,0.5205,62.4,6,3
2024-06-13,vip_pass,249,48,4,44,0.8569,249.0,97722.31,392.46,0.9837,85.42,6,3
2024-06-14,standard_pass,3668,792,73,719,0.644,79.0,587412.04,160.15,0.2197,68.18,6,4
2024-06-14,premium_pass,2289,358,45,313,0.7637,139.0,603897.3,263.83,0.6528,86.31,6,4
2024-06-14,vip_pass,343,69,6,63,0.8423,249.0,145038.39,422.85,0.8769,122.11,6,4
2024-06-15,standard_pass,4236,717,84,633,0.6589,79.0,682452.87,161.11,0.2432,67.76,6,5
2024-06-15,premium_pass,2697,580,53,527,0.7557,139.0,651254.17,241.47,0.6271,65.48,6,5
2024-06-15,vip_pass,376,83,7,76,0.8046,249.0,149810.19,398.43,0.8874,97.08,6,5
2024-06-16,standard_pass,4124,793,82,711,0.6505,79.0,585405.38,141.95,0.2651,47.31,6,6
2024-06-16,premium_pass,2651,499,53,446,0.7653,139.0,651558.34,245.78,0.6315,69.52,6,6
2024-06-16,vip_pass,378,66,7,59,0.8352,249.0,152480.54,403.39,0.9477,98.48,6,6
2024-06-17,standard_pass,2431,533,48,485,0.6639,79.0,371471.41,152.81,0.1516,64.86,6,0
2024-06-17,premium_pass,1607,366,32,334,0.7291,125.77,377005.76,234.6,0.6091,72.89,6,0
2024-06-17,vip_pass,213,32,4,28,0.82,249.0,83427.63,391.68,0.9446,86.95,6,0
2024-06-18,standard_pass,2845,518,56,462,0.6701,79.0,457704.46,160.88,0.2054,69.76,6,1
2024-06-18,premium_pass,1717,300,34,266,0.7288,132.03,408730.33,238.05,0.5863,71.43,6,1
2024-06-18,vip_pass,240,55,4,51,0.7995,212.66,93698.12,390.41,0.9078,124.19,6,1
2024-06-19,standard_pass,2954,535,59,476,0.614,72.26,446027.21,150.99,0.2546,63.71,6,2
2024-06-19,premium_pass,1790,275,35,240,0.7616,139.0,462356.79,258.3,0.6345,81.86,6,2
2024-06-19,vip_pass,260,54,5,49,0.8343,249.0,106720.95,410.47,0.9212,107.11,6,2
2024-06-20,standard_pass,3205,605,64,541,0.665,79.0,515127.57,160.73,0.15,72.87,6,3
2024-06-20,premium_pass,1738,352,34,318,0.7688,139.0,413120.19,237.7,0.6243,61.87,6,3
2024-06-20,vip_pass,254,55,5,50,0.7982,249.0,101858.76,401.02,0.9941,93.37,6,3
2024-06-21,standard_pass,3888,851,77,774,0.6803,79.0,566184.37,145.62,0.2871,49.69,6,4
2024-06-21,premium_pass,2329,488,46,442,0.7669,139.0,591557.08,254.0,0.536,83.37,6,4
2024-06-21,vip_pass,345,57,6,51,0.8766,249.0,148674.22,430.94,0.9627,125.14,6,4
2024-06-22,standard_pass,4954,1008,99,909,0.5741,79.0,759365.1,153.28,0.2052,62.18,6,5
2024-06-22,premium_pass,2527,611,50,561,0.8027,139.0,605671.45,239.68,0.6587,61.82,6,5
2024-06-22,vip_pass,342,65,6,59,0.8359,249.0,147124.57,430.19,0.8821,129.15,6,5
2024-06-23,standard_pass,4513,772,90,682,0.6689,79.0,716152.07,158.69,0.1798,69.08,6,6
2024-06-23,premium_pass,2805,429,56,373,0.7576,139.0,706622.55,251.92,0.621,76.28,6,6
2024-06-23,vip_pass,389,60,7,53,0.8145,249.0,166705.61,428.55,0.9102,125.85,6,6
2024-06-24,standard_pass,2774,676,55,621,0.6438,65.7,356060.84,128.36,0.1827,51.88,6,0
2024-06-24,premium_pass,1502,265,30,235,0.6989,139.0,365396.92,243.27,0.5569,71.42,6,0
2024-06-24,vip_pass,207,35,4,31,0.8186,249.0,86995.54,420.27,0.891,118.7,6,0
2024-06-25,standard_pass,2513,429,50,379,0.6386,79.0,411879.09,163.9,0.2366,70.94,6,1
2024-06-25,premium_pass,1495,236,29,207,0.6925,139.0,390060.99,260.91,0.5725,88.13,6,1
2024-06-25,vip_pass,212,44,4,40,0.795,249.0,85227.23,402.02,0.9209,98.68,6,1
2024-06-26,standard_pass,2908,460,58,402,0.5934,79.0,399930.4,137.53,0.2003,46.71,6,2
